CG_name	Gene	Chromosome	Site
CG4621	YL-1	2L	32C1-32C1
CG4622	CG4622	2R	60D4-60D5
CG4623	Gdap1	3L	64C7-64C7
CG4624	VhaAC39-2	3R	94E2-94E2
CG46244	CG46244	2L	""
CG4625	Gnpat	3R	96E2-96E2
CG4626	fz4	X	6F5-6F5
CG4627	CG4627	2R	49F10-49F10
CG46270	CG46270	3R	""
CG46275	SdicA	X	""
CG46276	SdicB	X	""
CG46277	SdicC	X	""
CG46280	CG46280	3R	""
CG46281	CG46281	3R	""
CG46282	solo	2L	""
CG46283	vas	2L	35C1-35C1
CG46284	Neurl4	3L	""
CG4629	CG4629	2L	21E4-21F1
CG46298	CG46298	2R	""
CG4630	CG4630	2R	49F10-49F10
CG46301	CG46301	2L	35A1-35A1
CG46302	CG46302	2R	""
CG46303	CG46303	3R	""
CG46304	CG46304	2L	""
CG46305	CG46305	2R	""
CG46306	CG46306	X	""
CG46307	CG46307	2L	""
CG46308	CG46308	2L	""
CG46309	CG46309	2L	""
CG4631	CG4631	2L	36A7-36A7
CG46310	CG46310	3R	""
CG46311	CG46311	X	""
CG46312	CG46312	X	""
CG46313	CG46313	3R	""
CG46314	CG46314	2L	""
CG46315	CG46315	2R	""
CG46316	CG46316	3R	""
CG46317	CG46317	X	""
CG46318	CG46318	3R	""
CG46319	CG46319	2R	""
CG46320	CG46320	3L	""
CG46321	CG46321	2R	""
CG4633	AlaRS-m	3L	64C7-64C7
CG46335	CG46335	3R	""
CG46338	CG46338	2R	""
CG46339	CG46339	3R	""
CG4634	Nurf-38	2R	60D5-60D5
CG4636	SCAR	2L	32C1-32C1
CG4637	hh	3R	94E1-94E1
CG46383	CG46383	3R	""
CG46385	CG46385	2R	43E13-43E16
CG46386	xmas	X	15E7-15F1
CG46387	CG46387	3L	""
CG46388	CG46388	2R	""
CG46394	CG46394	3L	""
CG46395	CG46395	2R	""
CG46396	CG46396	3R	""
CG46397	CG46397	2L	""
CG46398	CG46398	2R	""
CG46399	CG46399	X	""
CG46412	CG46412	3L	""
CG46426	CG46426	2L	""
CG46427	CG46427	3R	""
CG46428	CG46428	2R	""
CG46429	CG46429	2R	""
CG4643	Fsn	2R	49F10-49F10
CG46430	CG46430	3L	""
CG46433	CG46433	2R	""
CG46434	CG46434	3L	""
CG46435	CG46435	3L	""
CG46436	Osi10a	3R	""
CG46437	Osi10b	3R	""
CG46438	Iyd	3L	68A6-68A6
CG46439	CG46439	3L	""
CG4644	PolrMT	2L	21F1-21F1
CG46440	CG46440	X	""
CG46441	CG46441	3R	""
CG46442	CG46442	2R	""
CG46443	CG46443	2R	""
CG46448	CG46448	2L	""
CG4645	CG4645	X	11D1-11D2
CG46456	CG46456	3L	""
CG46457	CG46457	3R	""
CG46458	CG46458	3R	""
CG46459	CG46459	3R	""
CG4646	CG4646	2R	49F10-49F10
CG46460	CG46460	3L	""
CG46462	CG46462	3L	""
CG46463	CG46463	3L	""
CG46464	CG46464	X	""
CG46465	CG46465	2L	""
CG46466	CG46466	4	""
CG46467	CG46467	3R	""
CG46468	CG46468	2L	""
CG4647	mRpL49	X	11D1-11D1
CG4649	Sodh-2	3R	86C7-86C7
CG46491	CG46491	2R	""
CG46492	CG46492	2R	""
CG4650	CG4650	2L	35B5-35B5
CG4651	RpL13	2L	30F3-30F3
CG4653	CG4653	X	15A3-15A3
CG4654	Dp	2R	49F10-49F11
CG4656	Rassf	3R	94D13-94E1
CG4658	CG4658	2L	30F2-30F2
CG4659	Srp54k	3L	64C7-64C7
CG4660	CG4660	X	5D4-5D4
CG4661	CG4661	X	11D1-11D1
CG4662	MICU3	3R	92B3-92B3
CG4663	Pex13	2R	49F11-49F11
CG4665	Dhpr	3L	67A1-67A1
CG4666	CG4666	X	5D3-5D3
CG4669	CG4669	3L	64C9-64C9
CG4670	Qsox1	2R	49F11-49F11
CG4672	Serinc	3L	72F1-72F1
CG4673	Npl4	3R	96E4-96E6
CG4674	Leash	3R	86C7-86C7
CG4676	CG4676	2R	49F11-49F11
CG4677	lmd	3R	94D9-94D10
CG4678	CG4678	X	15A1-15A3
CG4679	CG4679	2R	49F11-49F11
CG4680	Gagr	3L	72E4-72E5
CG4681	CG4681	2R	60D5-60D7
CG4683	Tengl4	3R	86C12-86C13
CG4685	Ssadh	3R	96E6-96E6
CG4686	CG4686	3R	92B4-92B4
CG4688	GstE14	2R	49F12-49F12
CG4690	Tsp5D	X	5D3-5D3
CG4691	CG4691	2L	35B5-35B5
CG4692	ATPsynF	2R	60D9-60D9
CG4694	her	2L	36A10-36A10
CG4696	Mp20	2R	49F13-49F13
CG4697	CSN1a	2L	35B5-35B5
CG4698	Wnt4	2L	27E7-27E8
CG4699	nsl1	3R	89A5-89A5
CG4700	Sema2a	2R	53C6-53C7
CG4701	CG4701	2L	35B5-35B5
CG4702	CG4702	3R	87A9-87A9
CG4703	Arc42	3R	92B4-92B4
CG4704	CG4704	3R	94D1-94D1
CG4705	Wdr59	2L	32D2-32D3
CG4706	mAcon2	3R	86D4-86D4
CG4707	CG4707	2R	60D9-60D9
CG4709	CG4709	2L	30F2-30F2
CG4710	Pino	2L	21F1-21F1
CG4711	squ	2L	36A10-36A10
CG4712	CG4712	2R	49F13-49F13
CG4713	l(2)gd1	2L	32D3-32D4
CG4714	CG4714	2R	49F13-49F13
CG4715	Iris	2L	21F1-21F1
CG4716	CG4716	2R	49F13-49F13
CG4717	kni	3L	77E3-77E3
CG4719	Tnks	3R	96E7-96E8
CG4720	Ask1	3R	92B4-92B4
CG4721	Nepl15	3R	94C4-94C4
CG4722	bib	2L	30F5-30F5
CG4723	Nepl14	3R	94C4-94C4
CG4725	Nepl13	3R	94C4-94C4
CG4726	MFS3	2L	21F1-21F1
CG4729	Agpat3	3L	72E4-72E4
CG4730	CG4730	3R	96E9-96E9
CG4733	CG4733	3R	92B4-92B6
CG4734	CG4734	2R	50A1-50A1
CG4735	shu	2R	60A3-60A3
CG4738	Nup160	2L	32D4-32D4
CG4739	Ugt302E1	3R	86D5-86D5
CG4740	AttC	2R	50A3-50A3
CG4741	CG4741	2R	60D9-60D9
CG4742	mRpL22	X	15A7-15A8
CG4743	CG4743	3R	96E9-96E9
CG4744	CG4744	2R	50A3-50A3
CG4746	mab-21	X	5D2-5D2
CG4747	Ndf	2L	30F5-30F5
CG4749	l(2)10685	2L	21F1-21F1
CG4750	loopin-1	2R	53C7-53C7
CG4751	CG4751	2L	32D4-32D5
CG4752	CG4752	2R	58E3-58E3
CG4753	Agpat4	3L	72E4-72E4
CG4755	RhoGAP92B	3R	92B6-92B6
CG4756	Sap30	X	15A8-15A8
CG4757	CG4757	3R	86D5-86D5
CG4758	Trp1	2L	30F5-30F5
CG4759	RpL27	3R	96E9-96E10
CG4760	bol	3L	66F5-67A1
CG4761	knrl	3L	77D4-77E1
CG4763	CG4763	2R	60A2-60A2
CG4764	Vps29	2L	21F1-21F1
CG4766	CG4766	X	5D1-5D2
CG4767	Tektin-A	2L	35D5-35D5
CG4768	CG4768	X	15A8-15A8
CG4769	Cyt-c1	3L	64C13-64C13
CG4770	CG4770	3R	92B6-92B7
CG4771	vret	3R	94C4-94C4
CG4772	Ugt303A1	3R	86D6-86D6
CG4774	CLS	3R	96E10-96E10
CG4775	Tango14	2L	21F1-21F1
CG4778	obst-B	2L	30F6-31A1
CG4779	hgo	2L	32D5-32D5
CG4780	Membrin	3L	64C13-64C13
CG4781	CG4781	2R	60D10-60D10
CG4783	CG4783	3R	92B9-92B9
CG4784	Cpr72Ec	3L	72E2-72E2
CG4785	IntS14	2L	21F1-21F1
CG4786	Rcd2	3L	77C7-77D1
CG4788	Boh2	2L	32E1-32E1
CG4789	CG4789	X	15A9-15A9
CG4790	fs(1)M3	X	5D1-5D1
CG4792	Dcr-1	3R	94C4-94C4
CG4793	CG4793	2L	35D6-35D6
CG4795	Cpn	3R	87B1-87B1
CG4797	pippin	2R	60A2-60A2
CG4798	l(2)k01209	2R	54B7-54B7
CG4799	Pen	2L	31A1-31A2
CG4800	Tctp	3R	86D8-86D8
CG4802	Mtap	2R	54B7-54B7
CG4803	Takl2	3R	94C4-94C4
CG4804	Spn31A	2L	31A2-31A2
CG4805	ppk28	X	15A9-15A10
CG4806	CG4806	2R	60D13-60D13
CG4810	eIF3d2	3R	87B2-87B2
CG4812	Ser8	2R	50A8-50A8
CG4813	RNF220	3R	94C3-94C4
CG4815	CG4815	3R	98B7-98B7
CG4816	qkr54B	2R	54B16-54B16
CG4817	Ssrp	2R	60A2-60A2
CG4818	Cpr72Ea	3L	72E2-72E2
CG4820	CG4820	3R	86D8-86D8
CG4821	teq	3L	66F4-66F5
CG4822	CG4822	2L	21B2-21B2
CG4824	BicC	2L	35E2-35E2
CG4825	Pss	3L	77C6-77C7
CG4827	veil	2R	54B16-54B17
CG4829	CG4829	X	15A10-15A11
CG4830	CG4830	3R	87B2-87B2
CG4832	cnn	2R	50A8-50A9
CG4835	CG4835	3L	64D2-64D2
CG4836	CG4836	3R	92C1-92C1
CG4838	beat-Ic	2L	35E1-35E1
CG4839	CG4839	2L	31A3-31A3
CG4840	cbs	2R	50A9-50A9
CG4842	CG4842	3L	72E2-72E3
CG4843	Tm2	3R	88E13-88E13
CG4845	psidin	3R	92C1-92C1
CG4846	beat-Ia	2L	35E2-35E2
CG4847	CG4847	2R	54C1-54C1
CG4848	Cog1	3R	87B2-87B2
CG4849	CG4849	3R	98B6-98B6
CG4851	Ppt2	2L	32E2-32E2
CG4852	Sras	3L	64D3-64D3
CG4853	CG4853	2R	54C1-54C1
CG4854	CG4854	3R	92C1-92C1
CG4857	tyf	X	4B1-4B1
CG4858	CG4858	3L	77C7-77C7
CG4859	Mmp1	2R	60D13-60D14
CG4860	CG4860	3R	87B2-87B2
CG4863	RpL3	3R	86D8-86D8
CG4865	dgt4	X	4A6-4A6
CG4866	CG4866	2R	54C1-54C1
CG4867	bc10	3L	64D3-64D3
CG4869	betaTub97EF	3R	98B6-98B7
CG4871	SiaT	2R	60D14-60D14
CG4872	CG4872	X	15B4-15B4
CG4875	Polr3I	X	15B4-15B4
CG4877	RAF2	3L	72E4-72E4
CG4878	eIF3b	2R	54C3-54C3
CG4879	RecQ5	3L	70E5-70E5
CG4880	CG4880	X	15B4-15B4
CG4881	salr	2L	32E4-32F1
CG4882	CG4882	2R	60A7-60A7
CG4884	CG4884	3R	98B6-98B6
CG4886	cyp33	2R	54C3-54C3
CG4887	CG4887	2L	21F2-21F2
CG4889	wg	2L	27F1-27F1
CG4891	CG4891	2L	35E2-35E2
CG4892	CG4892	2L	35E3-35E3
CG4894	Ca-alpha1D	2L	35E5-35E6
CG4896	CG4896	2L	21F2-21F2
CG4897	RpL7	2L	31B1-31B1
CG4898	Tm1	3R	88E12-88E13
CG4899	Pdh	3L	72E2-72E2
CG4900	Irp-1A	3R	94C3-94C3
CG4901	CG4901	2L	31B1-31B1
CG4903	MESR4	2R	54C3-54C5
CG4904	Prosalpha6	2L	31B1-31B1
CG4905	Syn2	2R	53C7-53C7
CG4907	CG4907	3R	94C2-94C2
CG4908	Bcs1	2L	31B1-31B1
CG4909	POSH	2R	54C9-54C9
CG4910	CCAP	3R	94C1-94C1
CG4911	CG4911	3L	66F4-66F4
CG4912	eEF1delta	2L	31B1-31B1
CG4913	ear	3R	88F1-88F1
CG4914	CG4914	3L	70E7-70E7
CG4916	me31B	2L	31B1-31B1
CG4917	wfs1	3R	94C1-94C1
CG4918	RpLP2	2R	53C9-53C9
CG4919	Gclm	3R	94C1-94C1
CG4920	ea	3R	88F1-88F1
CG4921	Rab4	2R	54C9-54C10
CG4922	sala	2L	32F2-32F2
CG4924	icln	2R	54C12-54C12
CG4925	Golgin104	3L	72E2-72E2
CG4926	Ror	2L	31B1-31B1
CG4927	CG4927	2R	53C8-53C8
CG4928	CG4928	X	15C1-15C4
CG4930	EndoGI	2L	35F1-35F1
CG4931	Cyfip	3R	88F1-88F1
CG4933	Tcs3	3L	72E2-72E2
CG4934	brn	X	4A5-4A5
CG4935	CG4935	2L	35F1-35F1
CG4936	CG4936	3R	92C1-92C1
CG4937	RhoGAP15B	X	15C4-15C4
CG4938	SerRS-m	3R	88F1-88F1
CG4942	CG4942	3L	66F4-66F4
CG4943	Smurf	2R	54C12-54D1
CG4944	cib	X	4A5-4A5
CG4945	CG4945	2R	53C8-53C8
CG4946	Mob3	2L	31B1-31B1
CG4947	Tgt	2L	21F2-21F2
CG4949	CG4949	X	15E1-15E1
CG4950	CG4950	3L	72D10-72D10
CG4951	CG4951	3R	98B6-98B6
CG4952	dac	2L	36A1-36A2
CG4953	CG4953	2L	31B1-31B1
CG4954	eIF3c	2R	54D4-54D4
CG4955	CG4955	X	15E1-15E1
CG4956	CG4956	3R	96F2-96F2
CG4957	CG4957	2L	31B1-31B1
CG4960	CG4960	3R	96F3-96F3
CG4962	CG4962	3L	72E1-72E1
CG4963	mfrn	3R	98B6-98B6
CG4965	twe	2L	35F1-35F1
CG4966	HPS4	2R	54D5-54D5
CG4968	CG4968	2L	31D1-31D1
CG4969	Wnt6	2L	27F2-27F2
CG4970	CG4970	2L	32F2-32F2
CG4971	Wnt10	2L	27F3-27F3
CG4972	CG4972	2L	31D5-31D6
CG4973	mdlc	3R	92C4-92C4
CG4974	dally	3L	66E1-66E3
CG4975	CG4975	2R	54E2-54E3
CG4976	NSD	3R	98B6-98B6
CG4977	kek2	2L	32F4-32F4
CG4978	Mcm7	3L	66E3-66E3
CG4979	sxe2	3R	89B2-89B3
CG4980	BCAS2	3R	98B6-98B6
CG4982	CG4982	3L	72E1-72E1
CG4983	CG4983	2L	32F4-32F4
CG4984	CG4984	2R	54E3-54E4
CG4986	Mst57Dc	3R	96F3-96F3
CG4988	CG4988	2L	33A1-33A1
CG4991	CG4991	X	15E3-15E3
CG4993	PRL-1	2L	35F1-35F1
CG4994	Mpcp2	3L	70E1-70E1
CG4995	CG4995	2L	31D7-31D8
CG4996	Vps50	2R	54E5-54E7
CG4998	CG4998	3L	72E1-72E1
CG4999	Tsp66E	3L	66E3-66E4
CG5000	msps	3R	89B1-89B2
CG5001	CG5001	2L	21F2-21F2
CG5002	CG5002	2R	54E8-54E8
CG5003	CG5003	3R	98B5-98B6
CG5004	CG5004	X	15E3-15E5
CG5005	HLH54F	2R	54E8-54E8
CG5006	Or33c	2L	33B2-33B2
CG5008	GNBP3	3L	66E5-66E5
CG5009	ACOX1	2R	54E8-54E8
CG5010	Chchd2	X	15E7-15E7
CG5011	CG5011	2L	21F2-21F2
CG5012	mRpL12	3L	66E5-66E5
CG5013	CG5013	3R	89B1-89B1
CG5014	Vap33	X	3F9-3F9
CG5016	Mst57Db	3R	96F3-96F3
CG5017	mil	3R	98B5-98B5
CG5018	l(3)72Dn	3L	72D10-72D10
CG5020	CLIP-190	2L	36C7-36C7
CG5021	CG5021	3L	66E5-66E5
CG5022	CG5022	2L	31D9-31D9
CG5023	CG5023	3R	92D2-92D3
CG5024	CG5024	3R	96F3-96F3
CG5025	Sps2	2L	31D9-31D9
CG5026	CG5026	3L	66E5-66E6
CG5027	Tmx3	3L	72D10-72D10
CG5028	Idh3g	3R	96E9-96E9
CG5029	SamDC	2L	31D9-31D9
CG5032	aft	2R	54E9-54E9
CG5033	CG5033	2R	54E9-54E9
CG5034	GATAd	2L	31D9-31D9
CG5036	Dhit	2R	54E9-54E9
CG5037	Cox10	2L	31D9-31D9
CG5038	CG5038	3R	88F1-88F1
CG5039	CG5039	3R	96E9-96E9
CG5041	Tfb4	2L	21F1-21F1
CG5043	CG5043	2L	36C8-36C8
CG5044	CG5044	3R	88F1-88F1
CG5045	ClpP	2L	31D10-31D10
CG5047	mTerf3	3L	77C6-77C6
CG5048	CG5048	3L	70F1-70F1
CG5050	CG5050	2L	36C9-36C9
CG5052	pim	2L	31D10-31D10
CG5053	RASSF8	3R	96E8-96E8
CG5055	baz	X	15F1-15F1
CG5056	CG5056	2L	31D10-31D10
CG5057	MED10	3L	72D10-72D10
CG5059	BNIP3	3L	77C6-77C6
CG5062	CG5062	X	4F2-4F2
CG5063	Trax	3R	88F1-88F1
CG5064	Srp68	3L	66E6-66E6
CG5065	CG5065	2R	53C11-53C12
CG5068	CG5068	3L	66F1-66F1
CG5069	croc	3L	78D3-78D3
CG5070	CG5070	X	15F3-15F3
CG5071	CG5071	3R	96E5-96E5
CG5072	Cdk4	2R	53C9-53C9
CG5073	Ccm3	3R	88F2-88F3
CG5075	Vha68-3	2L	34A3-34A3
CG5076	Elk	2R	54F4-55A2
CG5078	CG5078	3L	77C6-77C6
CG5079	CG5079	3R	96E4-96E5
CG5080	CG5080	2L	21F1-21F1
CG5081	Syx7	3L	78D2-78D2
CG5083	Rbf2	3R	89A8-89A8
CG5084	CG5084	2R	55B1-55B1
CG5085	Sirt2	3R	92E3-92E3
CG5087	CG5087	3L	66F1-66F1
CG5089	CG5089	2R	53C9-53C9
CG5091	gny	2L	31D11-31D11
CG5092	Tor	2L	34A4-34A4
CG5093	Doc3	3L	66F1-66F1
CG5094	Sgt	2L	36C9-36C9
CG5096	CG5096	2L	31D11-31D11
CG5097	MtnC	3R	92E4-92E4
CG5098	CG5098	2R	55B4-55B5
CG5099	msi	3R	96E2-96E4
CG5102	da	2L	31D11-31E1
CG5103	CG5103	3L	75C3-75C3
CG5104	CG5104	3L	77C6-77C6
CG5105	Plap	2L	21F1-21F1
CG5106	scpr-C	3R	86D8-86D8
CG5107	CG5107	3R	96E2-96E2
CG5108	mRpS7	2L	31D11-31D11
CG5109	Pcl	2R	55B8-55B8
CG5110	Lamtor3	2L	36C10-36C10
CG5111	CG5111	3R	96E2-96E2
CG5112	CG5112	3R	96E2-96E2
CG5114	CG5114	3L	71A4-71A4
CG5116	CG5116	3R	96E2-96E2
CG5118	Charon	2L	21F2-21F2
CG5119	pAbp	2R	55B8-55B9
CG5121	MED28	3R	96E1-96E1
CG5122	CG5122	2L	34A5-34A6
CG5123	hid	3L	75C1-75C1
CG5124	adp	2R	55B9-55B9
CG5125	ninaC	2L	27F3-27F3
CG5126	CG5126	2L	21F2-21F2
CG5127	Vps33B	3R	96E1-96E1
CG5130	ZnT77C	3L	77C4-77C6
CG5131	CG5131	2L	36C10-36C10
CG5133	Doc1	3L	66F2-66F3
CG5137	Cyp312a1	3L	75B11-75B11
CG5139	CG5139	2L	21F2-21F2
CG5140	nopo	2R	55B12-55B12
CG5142	Ttc30	2L	34A5-34A5
CG5144	Argk2	3L	66F3-66F3
CG5146	l(3)psg2	3L	64D4-64D5
CG5147	Polr3D	3L	75B9-75B9
CG5148	cal1	3R	89E12-89E12
CG5149	CG5149	2L	27F3-27F3
CG5150	Alp9	3L	64D5-64D5
CG5151	CG5151	3L	72D9-72D9
CG5154	Idgf5	2R	55C4-55C6
CG5155	gudu	2L	27F3-27F3
CG5157	CG5157	3L	72D9-72D9
CG5160	CG5160	2L	27F3-27F3
CG5161	Trs20	3L	72D9-72D9
CG5162	CG5162	X	15F4-15F4
CG5163	TfIIA-S	3R	95C8-95C8
CG5164	GstE1	2R	55C6-55C6
CG5165	Pgm1	3L	72D8-72D8
CG5166	Atx2	3R	88F4-88F4
CG5167	Sccpdh2	3R	87B9-87B9
CG5168	Wdfy2	2L	31E1-31E1
CG5169	GckIII	3R	89E12-89E12
CG5170	Dp1	2R	55C8-55C8
CG5171	CG5171	2L	27F3-27F3
CG5172	CG5172	X	15F4-15F4
CG5174	CG5174	2R	55C8-55C9
CG5175	kuk	3R	89E12-89E12
CG5177	CG5177	2L	27F3-27F3
CG5178	Act88F	3R	88F5-88F5
CG5179	Cdk9	2R	58F2-58F3
CG5180	CG5180	3R	92F1-92F1
CG5181	CG5181	2L	27F3-27F3
CG5182	Pk34A	2L	34A7-34A7
CG5183	KdelR	2L	31E1-31E1
CG5184	mRpS11	3R	89E11-89E11
CG5185	Tom	3L	71A3-71A3
CG5186	slim	2R	55C9-55C9
CG5187	Doc2	3L	66F1-66F1
CG5188	CG5188	2L	31E1-31E1
CG5189	Lamtor2	2R	55C9-55C9
CG5190	rswl	2R	55C9-55C9
CG5191	CG5191	3R	92F1-92F2
CG5192	Rh6	3R	88F6-88F6
CG5193	TfIIB	2L	31E2-31E2
CG5194	CG5194	3L	66F1-66F1
CG5195	atk	3L	77C3-77C4
CG5196	CG5196	3R	87B9-87B9
CG5198	holn1	2L	31E2-31E2
CG5199	CG5199	3L	77C3-77C3
CG5201	Dad	3R	89E11-89E11
CG5202	escl	2L	33B5-33B5
CG5203	STUB1	2L	31E2-31E2
CG5204	kmg	2L	34A7-34A7
CG5205	obe	3R	88F6-88F6
CG5206	bon	3R	92F2-92F3
CG5207	scpr-A	3R	86D8-86D8
CG5208	Patr-1	3R	89E10-89E10
CG5210	Idgf6	2R	53D2-53D2
CG5212	Pli	3R	95C5-95C8
CG5213	maca	3R	88F6-88F6
CG5214	CG5214	3R	86D9-86D9
CG5215	Zn72D	3L	72D6-72D7
CG5216	Sirt1	2L	34A7-34A7
CG5217	CG5217	3R	91F12-91F12
CG5219	mRpL15	3L	77C3-77C3
CG5220	Trm7-32	3R	89E10-89E10
CG5222	IntS9	3L	72D6-72D6
CG5224	GstE11	2R	55D1-55D1
CG5225	CG5225	3R	89E9-89E9
CG5227	sdk	X	1C2-1C3
CG5229	chm	2L	27F3-27F4
CG5231	Las	3L	77C2-77C3
CG5232	NANS	3R	87B10-87B10
CG5235	CG5235	3L	72D4-72D5
CG5237	unc79	3R	91F12-91F12
CG5241	Tasp1	3L	72D1-72D4
CG5242	mRpL40	3R	86E4-86E4
CG5245	CG5245	3R	87B10-87B10
CG5246	CG5246	3R	89F1-89F1
CG5247	Irbp	3R	86E4-86E4
CG5248	loco	3R	94B6-94B8
CG5249	Blimp-1	3L	64E1-64E1
CG5250	CG5250	3R	91F12-91F12
CG5252	Ipo9	3R	86E4-86E4
CG5254	CG5254	X	1C4-1C4
CG5255	CG5255	3R	89F1-89F1
CG5258	NHP2	3L	70F6-70F6
CG5261	muc	2L	27F4-27F4
CG5262	CG5262	3L	77C2-77C2
CG5263	smg	3L	66F1-66F1
CG5264	btn	3R	94B5-94B5
CG5265	CG5265	3R	89F1-89F1
CG5266	Prosalpha2	3R	87B10-87B10
CG5267	CG5267	2R	53D6-53D6
CG5268	blp	3R	89A8-89A8
CG5269	vib	3R	91F11-91F12
CG5270	CG5270	3R	86E5-86E5
CG5271	RpS27A	2L	31E1-31E1
CG5272	gnu	3L	70F6-70F6
CG5273	CG5273	X	1C4-1C4
CG5274	CG5274	3L	77C2-77C2
CG5276	CG5276	3R	86E5-86E5
CG5277	Ip259	2L	31E1-31E1
CG5278	sit	3R	94B4-94B4
CG5279	Rh5	2L	33B8-33B8
CG5280	CG5280	3L	66F1-66F1
CG5281	CG5281	3R	86E5-86E5
CG5282	CG5282	3L	77C2-77C2
CG5284	ClC-c	3L	72D5-72D5
CG5285	Smug	3R	89F1-89F1
CG5287	Alg7	2L	34A8-34A8
CG5288	Galk	3L	66F1-66F1
CG5289	Rpt2	3R	95C13-95C13
CG5290	CG5290	3L	75A8-75A8
CG5292	CG5292	3R	89F1-89F1
CG5295	bmm	3L	70F5-70F5
CG5300	Klp31E	2L	31E1-31E1
CG5303	mei-S332	2R	58B9-58B10
CG5304	dmGlut	2L	33B9-33B9
CG5308	dpr5	3R	86E7-86E8
CG5310	nmdyn-D6	X	12F1-12F1
CG5313	RfC3	2L	31E1-31E1
CG5315	AdipoR	3R	94B3-94B3
CG5316	CG5316	3R	92A3-92A3
CG5317	RpL7-like	2L	33C1-33C1
CG5320	Gdh	3R	95C13-95D1
CG5321	CG5321	X	12F2-12F2
CG5322	LManI	2L	31E4-31E4
CG5323	CG5323	2R	55E2-55E2
CG5325	Pex19	2L	33C4-33C4
CG5326	CG5326	3R	94B2-94B3
CG5327	CG5327	2R	55E2-55E2
CG5330	Nap1	2R	60A9-60A9
CG5333	trus	3R	87B11-87B11
CG5334	CG5334	X	12F4-12F4
CG5335	CG5335	2R	55E2-55E2
CG5336	Ced-12	2L	33C4-33C4
CG5337	TBC1D16	2L	31E2-31E2
CG5338	RpS19b	3R	95C13-95C13
CG5339	CG5339	2R	60A9-60A9
CG5341	Sec6	2R	55E2-55E2
CG5342	CG5342	3R	86E11-86E11
CG5343	Bug22	2L	31E1-31E1
CG5344	wkd	3R	86E11-86E11
CG5345	Eip55E	2R	55E2-55E2
CG5346	CG5346	3R	94B2-94B2
CG5347	CG5347	X	12F4-12F4
CG5348	CG5348	2R	53D7-53D7
CG5352	SmB	2L	31E1-31E1
CG5353	ThrRS	2L	33C4-33C4
CG5354	pie	2L	31E1-31E1
CG5355	CG5355	2L	31E1-31E1
CG5358	Art4	3R	85F4-85F4
CG5359	CG5359	3R	85F5-85F5
CG5360	mi	2R	59E2-59E2
CG5361	Alp13	3R	85F9-85F9
CG5362	Mdh1	2L	31E1-31E1
CG5363	Cdk1	2L	31D11-31D11
CG5366	Cand1	2L	31D10-31D10
CG5367	CG5367	2L	31D10-31D10
CG5370	Dcp-1	2R	59E3-59E3
CG5371	RnrL	2L	31D8-31D8
CG5372	ItgaPS5	2R	59E4-59E4
CG5373	Pi3K59F	2R	59E4-59F1
CG5374	CCT1	3R	94B1-94B1
CG5375	Schip1	2L	31D8-31D9
CG5376	CG5376	3R	94B1-94B1
CG5377	CG5377	3R	94A16-94A16
CG5378	Rpn7	3R	94A15-94A15
CG5379	CAH8	3R	94A11-94A11
CG5380	Polr3F	3R	94A6-94A6
CG5381	CG5381	2L	31D6-31D7
CG5382	CG5382	3R	94A6-94A6
CG5383	JMJD6	3R	94A6-94A6
CG5384	Usp14	2L	31D4-31D5
CG5385	l(2)SH0834	2L	31D4-31D4
CG5386	CG5386	3R	94A5-94A5
CG5387	Cdk5alpha	2L	31D1-31D3
CG5388	CG5388	3R	94A5-94A5
CG5389	ATPsynbetaL	3L	72D5-72D6
CG5390	CG5390	2L	31D1-31D1
CG5391	CG5391	3R	94A5-94A5
CG5392	Reck	3L	71B1-71B1
CG5393	apt	2R	59F1-59F4
CG5394	GluProRS	3R	95D1-95D1
CG5395	nmd	2L	31D1-31D1
CG5397	CG5397	2L	21F3-21F3
CG5398	Eglp1	2R	59F4-59F4
CG5399	CG5399	3R	89A2-89A2
CG5400	Eh	3R	90B1-90B1
CG5402	CG5402	3R	98A3-98A3
CG5403	retn	2R	59F5-59F5
CG5404	CG5404	3R	89A2-89A2
CG5405	KrT95D	3R	95D5-95D8
CG5407	Sur-8	3R	90A5-90A5
CG5408	trbl	3L	77C1-77C1
CG5409	Arp53D	2R	53D8-53D8
CG5410	Miro	3R	95D8-95D9
CG5412	CG5412	3R	92F2-92F2
CG5413	CREG	3R	90A5-90A5
CG5414	IleRS-m	3L	72D6-72D6
CG5417	Srp14	3R	92F2-92F2
CG5418	CG5418	2L	33E5-33E5
CG5421	CG5421	2L	33E5-33E5
CG5422	Rox8	3R	95D9-95D10
CG5423	robo3	2L	21F3-21F4
CG5427	Oatp33Ea	2L	33E5-33E5
CG5428	St1	2R	59F6-59F6
CG5429	Atg6	3R	95D10-95D10
CG5430	a5	2L	22A1-22A1
CG5432	Ald2	3R	97B2-97B2
CG5433	Klc	3L	69E1-69E1
CG5434	Srp72	3R	92F2-92F2
CG5435	CG5435	2L	33E4-33E4
CG5436	Hsp68	3R	95D11-95D11
CG5439	CG5439	2L	34A8-34A8
CG5440	CG5440	2L	22A1-22A1
CG5441	tx	3R	97B2-97B2
CG5442	SC35	2L	33E4-33E4
CG5444	Taf4	3L	72D7-72D8
CG5445	CG5445	X	16A1-16A1
CG5446	CG5446	2L	33E4-33E4
CG5447	CG5447	3R	97B3-97B3
CG5450	Cdlc2	2L	22A1-22A1
CG5451	Smu1	3R	91E1-91E2
